Filename	Atlas Name	Publications	Biospecimen	Assay	Level	Organ	Treatment	Diagnosis	Data Access	Synapse Id	Atlasid	File Format	Data File ID	Parent Data File ID	Primary Diagnosis	Sc RN Aseq Workflow Type	Sc RN Aseq Workflow Parameters Description	Workflow Version	Workflow Link	Release Version	Metadata	View
imaging_level_2/OHSU_TMA1_005-H2.ome.tif	HTAN TNP - TMA		HTA14_49_13	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341797	HTA14	OME-TIFF	HTA14_49_1002							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_005-H6.ome.tif	HTAN TNP - TMA		HTA14_16_14	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341802	HTA14	OME-TIFF	HTA14_16_1003							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_005-H8.ome.tif	HTAN TNP - TMA		HTA14_49_14	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341804	HTA14	OME-TIFF	HTA14_49_1003							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-A7.ome.tif	HTAN TNP - TMA		HTA14_7_23	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341813	HTA14	OME-TIFF	HTA14_7_1004							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-B1.ome.tif	HTAN TNP - TMA		HTA14_12_23	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341817	HTA14	OME-TIFF	HTA14_12_1004							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-B5.ome.tif	HTAN TNP - TMA		HTA14_16_23	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341823	HTA14	OME-TIFF	HTA14_16_1004							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-B9.ome.tif	HTAN TNP - TMA		HTA14_12_24	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341827	HTA14	OME-TIFF	HTA14_12_1005							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-C3.ome.tif	HTAN TNP - TMA		HTA14_24_23	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341832	HTA14	OME-TIFF	HTA14_24_1004							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-C8.ome.tif	HTAN TNP - TMA		HTA14_24_24	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341838	HTA14	OME-TIFF	HTA14_24_1005							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-D2.ome.tif	HTAN TNP - TMA		HTA14_30_23	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341843	HTA14	OME-TIFF	HTA14_30_1004							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-F3.ome.tif	HTAN TNP - TMA		HTA14_7_24	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341877	HTA14	OME-TIFF	HTA14_7_1005							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-F7.ome.tif	HTAN TNP - TMA		HTA14_30_24	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341882	HTA14	OME-TIFF	HTA14_30_1005							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-H2.ome.tif	HTAN TNP - TMA		HTA14_49_23	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341899	HTA14	OME-TIFF	HTA14_49_1004							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-H6.ome.tif	HTAN TNP - TMA		HTA14_16_24	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341903	HTA14	OME-TIFF	HTA14_16_1005							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_010-H8.ome.tif	HTAN TNP - TMA		HTA14_49_24	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341905	HTA14	OME-TIFF	HTA14_49_1005							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-A7.ome.tif	HTAN TNP - TMA		HTA14_7_25	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341915	HTA14	OME-TIFF	HTA14_7_1006							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-B1.ome.tif	HTAN TNP - TMA		HTA14_12_25	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341918	HTA14	OME-TIFF	HTA14_12_1006							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-B5.ome.tif	HTAN TNP - TMA		HTA14_16_25	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341923	HTA14	OME-TIFF	HTA14_16_1006							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-B9.ome.tif	HTAN TNP - TMA		HTA14_12_26	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341928	HTA14	OME-TIFF	HTA14_12_1007							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-C3.ome.tif	HTAN TNP - TMA		HTA14_24_25	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341933	HTA14	OME-TIFF	HTA14_24_1006							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-C8.ome.tif	HTAN TNP - TMA		HTA14_24_26	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341938	HTA14	OME-TIFF	HTA14_24_1007							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-D2.ome.tif	HTAN TNP - TMA		HTA14_30_25	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341942	HTA14	OME-TIFF	HTA14_30_1006							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-F3.ome.tif	HTAN TNP - TMA		HTA14_7_26	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341968	HTA14	OME-TIFF	HTA14_7_1007							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-F7.ome.tif	HTAN TNP - TMA		HTA14_30_26	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341973	HTA14	OME-TIFF	HTA14_30_1007							Release 4.0	Details	
imaging_level_2/OHSU_TMA1_011-H2.ome.tif	HTAN TNP - TMA		HTA14_49_25	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26341990	HTA14	OME-TIFF	HTA14_49_1006							Release 4.0	Details	
